ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;additive_terms;additive_terms_lower;additive_terms_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
1933-01-01;17.3595312;19.123691148906225;21.680854782490872;17.3595312;17.3595312;3.0334193947308905;3.0334193947308905;3.0334193947308905;3.0334193947308905;3.0334193947308905;3.0334193947308905;0.0;0.0;0.0;20.39295059473089
1933-02-01;17.361592679629585;19.638843776327313;22.16634600473817;17.361592679629585;17.361592679629585;3.5521130251431994;3.5521130251431994;3.5521130251431994;3.5521130251431994;3.5521130251431994;3.5521130251431994;0.0;0.0;0.0;20.913705704772784
1933-03-01;17.363454661230502;18.539233321219072;21.03801423206147;17.363454661230502;17.363454661230502;2.492698971009285;2.492698971009285;2.492698971009285;2.492698971009285;2.492698971009285;2.492698971009285;0.0;0.0;0.0;19.85615363223979
1933-04-01;17.365516140860088;16.71126196898105;19.26716191012171;17.365516140860088;17.365516140860088;0.6574403117823808;0.6574403117823808;0.6574403117823808;0.6574403117823808;0.6574403117823808;0.6574403117823808;0.0;0.0;0.0;18.022956452642468
1933-05-01;17.36751112114678;14.53375254910689;17.059614640667437;17.36751112114678;17.36751112114678;-1.591546090522936;-1.591546090522936;-1.591546090522936;-1.591546090522936;-1.591546090522936;-1.591546090522936;0.0;0.0;0.0;15.775965030623844
1933-06-01;17.369572600776365;13.369440185939528;15.962684143628856;17.369572600776365;17.369572600776365;-2.70649889509216;-2.70649889509216;-2.70649889509216;-2.70649889509216;-2.70649889509216;-2.70649889509216;0.0;0.0;0.0;14.663073705684205
1933-07-01;17.37156758106306;12.798259689728225;15.253889501330752;17.37156758106306;17.37156758106306;-3.319895040189513;-3.319895040189513;-3.319895040189513;-3.319895040189513;-3.319895040189513;-3.319895040189513;0.0;0.0;0.0;14.051672540873549
1933-08-01;17.373629060692647;13.998451518087263;16.473099945892166;17.373629060692647;17.373629060692647;-2.269314024498742;-2.269314024498742;-2.269314024498742;-2.269314024498742;-2.269314024498742;-2.269314024498742;0.0;0.0;0.0;15.104315036193904
1933-09-01;17.375690540322232;14.78496397673042;17.33990852963168;17.375690540322232;17.375690540322232;-1.3098097405935076;-1.3098097405935076;-1.3098097405935076;-1.3098097405935076;-1.3098097405935076;-1.3098097405935076;0.0;0.0;0.0;16.065880799728724
1933-10-01;17.377685520608928;16.02331897932484;18.616725617126107;17.377685520608928;17.377685520608928;-0.05713323628213314;-0.05713323628213314;-0.05713323628213314;-0.05713323628213314;-0.05713323628213314;-0.05713323628213314;0.0;0.0;0.0;17.320552284326794
1933-11-01;17.379747000238513;16.899546758404714;19.498886143827278;17.379747000238513;17.379747000238513;0.8165340293543604;0.8165340293543604;0.8165340293543604;0.8165340293543604;0.8165340293543604;0.8165340293543604;0.0;0.0;0.0;18.196281029592875
1933-12-01;17.381741980525206;18.148222605505385;20.819660518389302;17.381741980525206;17.381741980525206;2.1499896873885427;2.1499896873885427;2.1499896873885427;2.1499896873885427;2.1499896873885427;2.1499896873885427;0.0;0.0;0.0;19.53173166791375
1934-01-01;17.38380346015479;19.205895721011625;21.772478971898135;17.38380346015479;17.38380346015479;3.0992804460001318;3.0992804460001318;3.0992804460001318;3.0992804460001318;3.0992804460001318;3.0992804460001318;0.0;0.0;0.0;20.483083906154924
1934-02-01;17.385864939784376;19.550503059460475;22.045283227478983;17.385864939784376;17.385864939784376;3.3820033413538693;3.3820033413538693;3.3820033413538693;3.3820033413538693;3.3820033413538693;3.3820033413538693;0.0;0.0;0.0;20.767868281138245
1934-03-01;17.387726921385294;18.765370632139586;21.2990117273034;17.387726921385294;17.387726921385294;2.6230561827292265;2.6230561827292265;2.6230561827292265;2.6230561827292265;2.6230561827292265;2.6230561827292265;0.0;0.0;0.0;20.01078310411452
1934-04-01;17.389788401014876;16.79516939454355;19.198413513202322;17.389788401014876;17.389788401014876;0.6412157079004983;0.6412157079004983;0.6412157079004983;0.6412157079004983;0.6412157079004983;0.6412157079004983;0.0;0.0;0.0;18.031004108915376
1934-05-01;17.391783381301572;14.584896015360913;17.07784997469483;17.391783381301572;17.391783381301572;-1.5583531901082017;-1.5583531901082017;-1.5583531901082017;-1.5583531901082017;-1.5583531901082017;-1.5583531901082017;0.0;0.0;0.0;15.83343019119337
1934-06-01;17.393844860931157;13.474493102302304;15.960313067055015;17.393844860931157;17.393844860931157;-2.7589372902547025;-2.7589372902547025;-2.7589372902547025;-2.7589372902547025;-2.7589372902547025;-2.7589372902547025;0.0;0.0;0.0;14.634907570676454
1934-07-01;17.395839841217853;12.890450276665453;15.402334692087615;17.395839841217853;17.395839841217853;-3.2521311169110225;-3.2521311169110225;-3.2521311169110225;-3.2521311169110225;-3.2521311169110225;-3.2521311169110225;0.0;0.0;0.0;14.14370872430683
1934-08-01;17.397901320847435;13.8385168721795;16.25530861126507;17.397901320847435;17.397901320847435;-2.2443371906331793;-2.2443371906331793;-2.2443371906331793;-2.2443371906331793;-2.2443371906331793;-2.2443371906331793;0.0;0.0;0.0;15.153564130214257
1934-09-01;17.39996280047702;14.6933942868898;17.34590340433542;17.39996280047702;17.39996280047702;-1.3653265807077661;-1.3653265807077661;-1.3653265807077661;-1.3653265807077661;-1.3653265807077661;-1.3653265807077661;0.0;0.0;0.0;16.034636219769254
